title,url,origin
"有內線？柴犬幣巨鯨 10/1 狂買 6.1兆 SHIB、昨再買2,760億，與Robinhood有關？ | 動區動趨-最具影響力的區塊鏈媒體 (比特幣, 加密貨幣)",https://www.blocktempo.com/super-whale-buys-276-billion-shib-after-grabbing-6-trillion-coins-predict-robinhood/,https://www.blocktempo.com
iOS 15 的第一個小更新解決了 iPhone 13 無法利用 Apple Watch 解鎖的問題,https://chinese.engadget.com/apple-watch-iphone-13-unlock-bug-fix-100006026.html,https://chinese.engadget.com
中國下達加密幣禁令，其他國家會跟進嗎？長期投資人：不會，但流通量太小的幣種要注意了！-風傳媒,https://www.storm.mg/lifestyle/3970446,https://www.storm.mg
微軟、Google、Amazon等雲端業者發表保護客戶資料原則 | iThome,https://www.ithome.com.tw/news/147026,https://www.ithome.com.tw
Chrome 正在實驗將你去過的網頁依主題進行歸類的新功能,https://chinese.engadget.com/google-chrome-search-experiment-journeys-side-panel-060026313.html,https://chinese.engadget.com
「臺北創新論壇」聚焦金融、物流，暢談北市數位轉型的前景與機會 | T客邦,https://www.techbang.com/posts/90350-taipei-innovation-summit-talks-about-opportunities-for-digital,https://www.techbang.com
【2021電視金鐘獎】Darren拿下戲劇節目男配角獎、簡嫚書獲得女配角獎 - The News Lens 關鍵評論網,https://www.thenewslens.com/article/157126,https://www.thenewslens.com
vivo V70 系列全通路開賣，平價 Y21 手機一起登場 | T客邦,https://www.techbang.com/posts/90403-vivo,https://www.techbang.com
買不起 Leica 相機沒關係，不妨看看這款徠卡推出的麻將禮盒 | T客邦,https://www.techbang.com/posts/90311-leica,https://www.techbang.com
今日本土零確診、10例境外移入，高鐵員工南下打疫苗，陳時中坦承預約系統漏洞 - The News Lens 關鍵評論網,https://www.thenewslens.com/article/157171,https://www.thenewslens.com
歐盟Android反壟斷上訴案開庭，Google律師稱歐盟根本把蘋果當空氣 | T客邦,https://www.techbang.com/posts/90250-the-eus-android-antitrust-appeal-has-opened-with-google,https://www.techbang.com
撐起「空拋之城」的移動重砲，洛杉磯快艇隊史最強射手J.J. Redick - The News Lens 關鍵評論網,https://www.thenewslens.com/article/156948,https://www.thenewslens.com
LINE Bank 攜手 LINE Pay，不限通路筆筆享 LINE POINTS 3.5% 回饋 | T客邦,https://www.techbang.com/posts/90379-line-bank,https://www.techbang.com
使用 LINE Bot 查詢商品在電商平臺的價格變化曲線圖,https://free.com.tw/twbuyer-line-bot/,https://free.com.tw
iPhone、三星指定機型換電池，神腦推 990 元限時優惠 | T客邦,https://www.techbang.com/posts/90375-senao,https://www.techbang.com
Corsair 的首款電競螢幕是 32 吋、1440p 的 Xeneon,https://chinese.engadget.com/corsair-gaming-monitor-xeneon-110025514.html,https://chinese.engadget.com
亞馬遜家用機器人，你會買嗎？員工爆料：這東西連走樓梯也不行，哪有可能顧家！-風傳媒,https://www.storm.mg/lifestyle/3967706,https://www.storm.mg
Fintech周報第197期：臺灣金融業去年共投入182億元發展金融科技，銀行業投入金額最高 | iThome,https://www.ithome.com.tw/news/147022,https://www.ithome.com.tw
Google緊急修補兩個己被開採的Chrome零時差漏洞 | iThome,https://www.ithome.com.tw/news/147017,https://www.ithome.com.tw
研究：Apple Pay含有Visa信用卡可被盜刷的安全漏洞 | iThome,https://www.ithome.com.tw/news/147013,https://www.ithome.com.tw
用AI點亮“華夏之光” 優必選機器人正式亮相迪拜世博會中國館 | 機器之心,https://www.jiqizhixin.com/articles/2021-10-01-4,https://www.jiqizhixin.com
7納米工藝，Intel 4首款芯片Loihi 2出爐，速度提升10倍 | 機器之心,https://www.jiqizhixin.com/articles/2021-10-01-3,https://www.jiqizhixin.com
人類首次拍攝到電子固體畫面，伯克利華人團隊研究登上Nature | 機器之心,https://www.jiqizhixin.com/articles/2021-10-01-2,https://www.jiqizhixin.com
提前90分鐘、一塊GPU一秒預測降雨概率，DeepMind ML天氣預報登Nature | 機器之心,https://www.jiqizhixin.com/articles/2021-10-01,https://www.jiqizhixin.com
iPhone電池舊換新活動來了！神腦換原廠電池只要990元 - 蘋果仁 - 果仁 iPhone/iOS/好物推薦科技媒體,https://applealmond.com/posts/116598,https://applealmond.com
HTC Vive Focus 3 及 Vive Pro 2 在香港開賣，後者期間限定贈送《Superhot VR》,https://chinese.engadget.com/htc-vive-focus-3-vive-pro-2-hk-superhot-vr-viveport-infinity-024615119.html,https://chinese.engadget.com
Sony 五倍券加碼回饋，購機再送超商禮券、藍牙耳機、風格大禮包 | T客邦,https://www.techbang.com/posts/90374-sony,https://www.techbang.com
Sony ZV-E10評測：Youtuber神器再進化，錄影特化的輕便隨身機 | T客邦,https://www.techbang.com/posts/90192-sony-zv-e10-old-machine-evolution-video-new-blood,https://www.techbang.com
天有多大？古埃及人用「駱駝」推算地球周長——天文學中的距離（一） - PanSci 泛科學,https://pansci.asia/archives/329776,https://pansci.asia
Nokia G50 新機登臺，買再送軍規防摔殼、抽 007 雙人電影票 | T客邦,https://www.techbang.com/posts/90347-nokia,https://www.techbang.com
淘寶推出「家居一條龍」物流組裝服務！天天有九折券、搭配 VISA 享指定回饋 | T客邦,https://www.techbang.com/posts/90355-taobao-launched-the-home-one-stop-logistics-assembly-service,https://www.techbang.com
今天回收舊手機抽iPhone 12 mini，三星回收舊手機更加碼 | T客邦,https://www.techbang.com/posts/90237-samsung-recycle-old-phones-event-starts-on-october1,https://www.techbang.com
Lenovo 消費券活動買多折多，X1 Titanium Yoga 激減五千,https://chinese.engadget.com/20210930-lenovo-3000-120016564.html,https://chinese.engadget.com
空間音訊版《地表最強》周杰倫演唱會 Apple Music 獨家推出，用「聲」臨其境音效親臨現場吧 - 電腦王阿達,https://www.kocpc.com.tw/archives/405277,https://www.kocpc.com.tw
國語小幫手 – 不帶課本、詞典也能查國字、課本生字 | 就是教不落 - 給你最豐富的 3C 資訊、教學網站,https://steachs.com/archives/57810,https://steachs.com
"Axie Infinity受質押計畫激勵「漲75%創新高」，已湧入11億美元AXS | 動區動趨-最具影響力的區塊鏈媒體 (比特幣, 加密貨幣)",https://www.blocktempo.com/massive-airdrop-and-axs-staking-catapult-axie-infinity-to-ath-48-hr-75-percent/,https://www.blocktempo.com
iPhone 原廠 App 終於開放評價　評分普遍不高 - 香港 unwire.hk,https://unwire.hk/2021/10/02/rate-and-review-apple-iphone-built-in-apps/software/ios-app/,https://unwire.hk
"WSJ：拜登政府正考慮穩定幣發行商「適用銀行等級」監管；Circle表態支持 | 動區動趨-最具影響力的區塊鏈媒體 (比特幣, 加密貨幣)",https://www.blocktempo.com/biden-goverment-stablecoin-issuers-could-soon-face-bank-like-regulations/,https://www.blocktempo.com
OPPO 螢幕可凹折手機或卷軸手機 預計明年才有機會開賣 #捲軸手機產品 (166436) - Cool3c,https://www.cool3c.com/article/166436,https://www.cool3c.com
微軟、Google 及 AWS 共同承諾雲端服務存放數據隱私安全 僅在合理範圍或國安因素下提供政府數據內容 (166438) - Cool3c,https://www.cool3c.com/article/166438,https://www.cool3c.com
"吳忌寒評 924 監管：中國幣圈散戶將在短時間內消失、只餘大戶存留 | 動區動趨-最具影響力的區塊鏈媒體 (比特幣, 加密貨幣)",https://www.blocktempo.com/bitmains-jihan-wu-comments-chinas-crypto-crackdown-retail-investor-will-disappear/,https://www.blocktempo.com
"首挖！薩爾瓦多總統：已從「火山節點」 開採出 0.0059 BTC | 動區動趨-最具影響力的區塊鏈媒體 (比特幣, 加密貨幣)",https://www.blocktempo.com/el-salvador-started-mining-bitcoin-volcanodes/,https://www.blocktempo.com
Microsoft Surface Pro 8 4G 版  Microsoft 確認發售延期 - 香港 unwire.hk,https://unwire.hk/?p=1063625,https://unwire.hk
【味全龍 vs 中信兄弟象】中華職棒直播 LINE Today 線上看、10/2 CPBL下半季線上轉播-2021 - 蘋果仁 - 果仁 iPhone/iOS/好物推薦科技媒體,https://applealmond.com/posts/116473,https://applealmond.com
【中信兄弟象 vs 味全龍】中華職棒直播、10/2 免費直播線上看、兄弟象Twitch直播-2021 - 蘋果仁 - 果仁 iPhone/iOS/好物推薦科技媒體,https://applealmond.com/posts/116470,https://applealmond.com
【樂天桃猿 vs 統一獅】中華職棒直播、LINE Today Live 直播線上看、10/2 CPBL下半季線上轉播-202 - 蘋果仁 - 果仁 iPhone/iOS/好物推薦科技媒體,https://applealmond.com/posts/116485,https://applealmond.com
"2FA夠安全？今年春季 Coinbase 6000 名用戶資金被盜，官方承諾補償 | 動區動趨-最具影響力的區塊鏈媒體 (比特幣, 加密貨幣)",https://www.blocktempo.com/coinbase-hack-phishing-will-conpensate-the-lost-from-attack/,https://www.blocktempo.com
"AMA精華》臺灣獨立樂團進入音樂元宇宙！與「美秀集團」談全息演唱會創新體驗 | 動區動趨-最具影響力的區塊鏈媒體 (比特幣, 加密貨幣)",https://www.blocktempo.com/live-ama-with-amazingshow-about-3d-hologram-experience-and-nft/,https://www.blocktempo.com
傳下週開始預售  Apple Watch Series 7 有望月中上市 - 香港 unwire.hk,https://unwire.hk/?p=1063619,https://unwire.hk
玩交友軟體總是被發無聲卡，讓女生告訴你問題出在哪！ | manfashion這樣變型男,https://mf.techbang.com/posts/14847-playing-dating-software-is-always-given-silent-cards-that-let-girls-tell-you-what-the-problem-is,https://mf.techbang.com
"新冠口服藥激勵美股大振、BTC衝破4.8萬！布林通道發明人:下一關是50000美元 | 動區動趨-最具影響力的區塊鏈媒體 (比特幣, 加密貨幣)",https://www.blocktempo.com/john-bollinger-is-targeting-50k-after-recent-bitcoin-price-spike-under-fed-el-salvador-good-news/,https://www.blocktempo.com
LINE 應用小技巧：LINE 貼圖整理小祕技，貼圖大戶看這篇！ - 電腦王阿達,https://www.kocpc.com.tw/archives/405218,https://www.kocpc.com.tw
蘋果 Trade in 不想換購商品，也能換成 Apple Store 禮品卡當購物金使用 - 蘋果仁 - 果仁 iPhone/iOS/好物推薦科技媒體,https://applealmond.com/posts/116007,https://applealmond.com
【紙本五倍券優惠整理】Sony五倍券優惠整理，BRAVIA、影音、耳機都有五倍券優惠！ - 蘋果仁 - 果仁 iPhone/iOS/好物推薦科技媒體,https://applealmond.com/posts/116336,https://applealmond.com
刪除舊 iPhone 照片，新 iPhone 裡的也不見了？因為你使用 iCloud 同步功能 - 蘋果仁 - 果仁 iPhone/iOS/好物推薦科技媒體,https://applealmond.com/posts/116535,https://applealmond.com
"推特宣佈支持比特幣閃電網路，支援小費「聰支付」，聰 (Satoshi) 計價的優勢為何？ | 動區動趨-最具影響力的區塊鏈媒體 (比特幣, 加密貨幣)",https://www.blocktempo.com/twitte-support-bitcoin-lightning-network-and-support-for-tip-satoshi-payment-advantages/,https://www.blocktempo.com
Mubert Render 用 AI 技術，即時產生免費音樂素材，各式曲風要什麼有什麼 :: 哇哇3C日誌,https://ez3c.tw/9744,https://ez3c.tw
iPhone 13 使用者快更新 iOS 15.0.1，2 個重大 Bug 都被修好了 - 蘋果仁 - 果仁 iPhone/iOS/好物推薦科技媒體,https://applealmond.com/posts/116581,https://applealmond.com
臺灣兩原因留不住獨角獸　Gogoro寧赴美「借殼上市」-風傳媒,https://www.storm.mg/lifestyle/3956760?page=1,https://www.storm.mg
攻擊SolarWinds的駭客再涉入2起後門程式感染行動 | iThome,https://www.ithome.com.tw/news/146999,https://www.ithome.com.tw
Zimperium：GriftHorse木馬感染全球1千萬臺Android裝置，擅自幫受害者訂閱高價簡訊服務 | iThome,https://www.ithome.com.tw/news/146997,https://www.ithome.com.tw
資安業者Group IB執行長因涉嫌叛國遭俄羅斯逮捕 | iThome,https://www.ithome.com.tw/news/146994,https://www.ithome.com.tw
「掃鼻子，找狗子」是怎麼做到的？答案在這篇CVPR論文裏 | 機器之心,https://www.jiqizhixin.com/articles/2021-09-30-6,https://www.jiqizhixin.com
法拉利首款電動車，蘋果前首席設計師Jony Ive打造 | 機器之心,https://www.jiqizhixin.com/articles/2021-09-30-5,https://www.jiqizhixin.com
深度學習作弊，用單個參數 fit 任何數據集，這篇 19 年的論文重新「火」了 | 機器之心,https://www.jiqizhixin.com/articles/2021-09-30-4,https://www.jiqizhixin.com
牆壁和柱子供電，任意角落50W傳輸功率，東京大學建了個無線充電屋 | 機器之心,https://www.jiqizhixin.com/articles/2021-09-30-3,https://www.jiqizhixin.com
百億參數、中文NLU能力首次超越人類，QQ瀏覽器大模型「神舟」登頂CLUE | 機器之心,https://www.jiqizhixin.com/articles/2021-09-30-2,https://www.jiqizhixin.com
協助北韓閃避美國制裁，區塊鏈專家Virgil Griffith認罪了 | iThome,https://www.ithome.com.tw/news/146987,https://www.ithome.com.tw
臉書開源Android、Java App漏洞檢查工具 | iThome,https://www.ithome.com.tw/news/146980,https://www.ithome.com.tw
2021年9月10大資安新聞 | iThome,https://www.ithome.com.tw/news/146979,https://www.ithome.com.tw
摩爾定律逐漸失效，新思科技：芯片產業要具備「奧林匹克」精神 | 機器之心,https://www.jiqizhixin.com/articles/2021-09-30,https://www.jiqizhixin.com
站在巨人肩膀鑄造雲端中臺，國泰醫院攻新世代微服務HIS | iThome,https://www.ithome.com.tw/people/146881,https://www.ithome.com.tw
甲骨文推出新版整合OLTP/分析負載的Exadata X9M系統，叫陣挑戰AWS及微軟Azure | iThome,https://www.ithome.com.tw/news/146970,https://www.ithome.com.tw
IBM與Linux基金會共同發表AI構件儲存庫MLX | iThome,https://www.ithome.com.tw/news/146966,https://www.ithome.com.tw
間諜組織FamousSparrow利用ProxyLogon漏洞入侵受害組織，植入後門程式 | iThome,https://www.ithome.com.tw/news/146965,https://www.ithome.com.tw
資安一週第165期：國內中小電商遭網釣攻擊鎖定。中國鎖定臺灣資安公司製造假新聞 | iThome,https://www.ithome.com.tw/news/146960,https://www.ithome.com.tw
明年的長城車將升級全新電氣架構，工程師：GEEP 4.0只有三個智能區域 | 機器之心,https://www.jiqizhixin.com/articles/2021-09-29-13,https://www.jiqizhixin.com
微軟Microsoft Store開放Amazon、Epic第三方應用市集 | iThome,https://www.ithome.com.tw/news/146959,https://www.ithome.com.tw
TKDE21 | 網絡社團發現新綜述：從統計建模到深度學習 | 機器之心,https://www.jiqizhixin.com/articles/2021-09-29-12,https://www.jiqizhixin.com
國防科技大學提出ROSEFusion，實現快速相機移動下的高精度在線RGB-D重建 | 機器之心,https://www.jiqizhixin.com/articles/2021-09-29-11,https://www.jiqizhixin.com
百倍訓練效率提升，微軟通用語言表示模型T-ULRv5登頂XTREME | 機器之心,https://www.jiqizhixin.com/articles/2021-09-29-10,https://www.jiqizhixin.com
研究人員公開揭露蘋果Airtag遺失模式的安全漏洞 | iThome,https://www.ithome.com.tw/news/146956,https://www.ithome.com.tw
雲+端自動選型訓練、Swin-Transformer、最高4卡ICU3.0平臺，毫末智行的自動駕駛野心曝光！ | 機器之心,https://www.jiqizhixin.com/articles/2021-09-29-9,https://www.jiqizhixin.com
NeurIPS 2021揭榜，接收率創九年新高，速速報名北京這場官方授權線下學術交流活動 | 機器之心,https://www.jiqizhixin.com/articles/2021-09-29-8,https://www.jiqizhixin.com
單體模型參數量達2457億，浪潮發佈全球最大規模人工智能巨量模型「源」 | 機器之心,https://www.jiqizhixin.com/articles/2021-09-29-7,https://www.jiqizhixin.com
海內外71支勁旅角逐青光眼AI，視杯盤分割任務體素科技團隊斬獲第一 | 機器之心,https://www.jiqizhixin.com/articles/2021-09-29-6,https://www.jiqizhixin.com
阿里數據中臺底座的12年建設實踐 | 機器之心,https://www.jiqizhixin.com/articles/2021-07-23-8,https://www.jiqizhixin.com
提出聯邦學習可信驗證框架，星雲 Clustar 論文獲 FTL-IJCAI 21 最佳應用論文獎 | 機器之心,https://www.jiqizhixin.com/articles/2021-08-25-6,https://www.jiqizhixin.com
PyFlink 開發環境利器：Zeppelin Notebook | 機器之心,https://www.jiqizhixin.com/articles/2021-08-25-5,https://www.jiqizhixin.com
DataWorks賦能企業一站式數據開發治理能力 | 機器之心,https://www.jiqizhixin.com/articles/2021-07-08-2,https://www.jiqizhixin.com
「生髮」那些事兒：媽媽再也不用擔心我禿頭了！ | 機器之心,https://www.jiqizhixin.com/articles/2021-08-26-9,https://www.jiqizhixin.com
學術頂會再突破！計算平臺MaxCompute論文入選國際頂會VLDB 2021 | 機器之心,https://www.jiqizhixin.com/articles/2021-08-27-9,https://www.jiqizhixin.com
高端DSP芯片提供商中科本原完成億元A輪融資 | 機器之心,https://www.jiqizhixin.com/articles/2021-09-06-4,https://www.jiqizhixin.com
百分點大數據技術團隊：BI嵌入式分析實踐 | 機器之心,https://www.jiqizhixin.com/articles/2021-08-31-10,https://www.jiqizhixin.com
百分點感知智能實驗室：語音識別技術發展階段探究 | 機器之心,https://www.jiqizhixin.com/articles/2021-08-31-11,https://www.jiqizhixin.com
百分點認知智能實驗室：智能校對的技術原理和實踐 | 機器之心,https://www.jiqizhixin.com/articles/2021-09-14-12,https://www.jiqizhixin.com
百分點數據科學實驗室：白酒零售行業商品搭售方案 | 機器之心,https://www.jiqizhixin.com/articles/2021-09-17-10,https://www.jiqizhixin.com
百度研究院曬出年度成績單，九大實驗室碩果累累 | 機器之心,https://www.jiqizhixin.com/articles/2021-09-29-4,https://www.jiqizhixin.com
Amazon的Ring Always Home Cam家用無人機監視器即將登場 | iThome,https://www.ithome.com.tw/news/146955,https://www.ithome.com.tw
中國的AI創業公司有多卷？Gartner：野蠻生長的時代要結束了 | 機器之心,https://www.jiqizhixin.com/articles/2021-09-29-3,https://www.jiqizhixin.com
自動化所IEEE-TNNLS發文提出類腦獎賞傳播調控用於脈衝卷積網絡學習 | 機器之心,https://www.jiqizhixin.com/articles/2021-09-29,https://www.jiqizhixin.com
機器學習函式庫Scikit-learn 1.0，加入關鍵字參數和線上OneClass SVM演算法 | iThome,https://www.ithome.com.tw/news/146943,https://www.ithome.com.tw
Dell發表混合量子模擬平臺，降低量子演算法開發門檻 | iThome,https://www.ithome.com.tw/news/146939,https://www.ithome.com.tw
Firefox惡意擴充程式Safepal Wallet清空了使用者的加密貨幣錢包 | iThome,https://www.ithome.com.tw/news/146938,https://www.ithome.com.tw
WWW-2021最佳論文亞軍花落天津大學：基於屬性補全的異質圖神經網絡新架構 | 機器之心,https://www.jiqizhixin.com/articles/2021-09-28-7,https://www.jiqizhixin.com
美商務部要求臺積電、三星45天內提交芯片庫存訂單信息 | 機器之心,https://www.jiqizhixin.com/articles/2021-09-28-6,https://www.jiqizhixin.com
與AI俱進，化時光爲翎：「AI中國」機器之心2021年度評選暨特別策劃正式啓動 | 機器之心,https://www.jiqizhixin.com/articles/2021-09-28-5,https://www.jiqizhixin.com
把大腦「複製-粘貼」到芯片上，三星、哈佛的大膽設想登上Nature子刊 | 機器之心,https://www.jiqizhixin.com/articles/2021-09-28-4,https://www.jiqizhixin.com
百度AI可識別70餘種詐騙套路，領先AI技術守護財產和信息安全 | 機器之心,https://www.jiqizhixin.com/articles/2021-09-28-3,https://www.jiqizhixin.com
百度飛槳PaddleRobotics新升級！一套強化學習算法解決四足機器人多地形行走難題 | 機器之心,https://www.jiqizhixin.com/articles/2021-09-28-2,https://www.jiqizhixin.com
惡意程式使用新的簽章手法躲避Windows檢查 | iThome,https://www.ithome.com.tw/news/146932,https://www.ithome.com.tw
讓聽障人士“看到”聲音，亮亮視野正式發售消費級AR助聽眼鏡 | 機器之心,https://www.jiqizhixin.com/articles/2021-09-28,https://www.jiqizhixin.com
GitLab 14.3專注強化安全性加入新一代SAST引擎 | iThome,https://www.ithome.com.tw/news/146921,https://www.ithome.com.tw
工業環境中對機器學習的行業視角 | 機器之心,https://www.jiqizhixin.com/articles/2021-09-27-7,https://www.jiqizhixin.com
Eclypsium發現微軟的WPBT含有漏洞，允許駭客植入Rookit | iThome,https://www.ithome.com.tw/news/146919,https://www.ithome.com.tw
阿里無人車配送快遞突破100萬單，達摩院王剛首次對外解讀阿里自動駕駛佈局 | 機器之心,https://www.jiqizhixin.com/articles/2021-09-27-6,https://www.jiqizhixin.com
歐盟正式指控俄羅斯政府參與駭客攻擊 | iThome,https://www.ithome.com.tw/news/146911,https://www.ithome.com.tw
雲端用戶莫名被警告帳號逾期將停權，Google坦言是技術問題引發烏龍 | iThome,https://www.ithome.com.tw/news/146906,https://www.ithome.com.tw
中國央行：所有的加密貨幣交易都是違法的 | iThome,https://www.ithome.com.tw/news/146904,https://www.ithome.com.tw
Cloud周報第121期：富國銀行宣佈採跨Azure和GCP多雲架構，藉助雲端服務加速實現數位優先目標 | iThome,https://www.ithome.com.tw/news/146871,https://www.ithome.com.tw
相信AI的力量——「AI中國」機器之心 2021年度評選獎項設置及參選說明,https://www.jiqizhixin.com/articles/2021-09-27-5,https://www.jiqizhixin.com
不滿蘋果漏洞處理態度，研究人員公佈iOS 15等4漏洞資訊 | iThome,https://www.ithome.com.tw/news/146903,https://www.ithome.com.tw
時隔3個月再獲戰略投資，追一科技獲得中金資本基礎設施基金投資 | 機器之心,https://www.jiqizhixin.com/articles/2021-09-27-4,https://www.jiqizhixin.com
IoT雙周報第100期：臺北市自駕公車沙盒實驗展示新成果，不僅建立車聯網輔助自駕車行駛，還結合邊緣AI影像辨識，能偵測站牌上候車乘客自動停靠 | iThome,https://www.ithome.com.tw/news/146895,https://www.ithome.com.tw
Hinton團隊CV新作：用語言建模做目標檢測，性能媲美DETR | 機器之心,https://www.jiqizhixin.com/articles/2021-09-27-3,https://www.jiqizhixin.com
AI，讓增長變簡單：匯量科技官宣朱小強加盟，發佈全域營銷雲產品矩陣「熱力引擎」 | 機器之心,https://www.jiqizhixin.com/articles/2021-09-27-2,https://www.jiqizhixin.com
爲科學創新插上模型的翅膀，MindSpore 「昇思」正在探索框架的未來 | 機器之心,https://www.jiqizhixin.com/articles/2021-09-27,https://www.jiqizhixin.com
5G趨勢月報第23期：2021年全球5G行動網路體驗報告出爐！臺灣兩家電信商進榜，遠傳5G下載網速全球居冠，中華電緊追在後 | iThome,https://www.ithome.com.tw/news/146894,https://www.ithome.com.tw
“兩化融合”新技術成果在商業領域規模化應用，影譜科技全棧數字方案亮相科博會  | 機器之心,https://www.jiqizhixin.com/articles/2021-09-26-4,https://www.jiqizhixin.com
騰訊天籟行動公佈三大進展，以科技創新推動無障礙社會建設 | 機器之心,https://www.jiqizhixin.com/articles/2021-09-26-3,https://www.jiqizhixin.com
全球各大藥企與AI公司建立合作，推動藥物開發創新變革 | 機器之心,https://www.jiqizhixin.com/articles/2021-09-26-2,https://www.jiqizhixin.com
哈弗大狗上市一週年，發佈「大狗+」計劃 | 機器之心,https://www.jiqizhixin.com/articles/2021-09-26,https://www.jiqizhixin.com
冬奧手語播報數字人、語音助手問答體驗升級，1.75萬億參數的大模型「悟道」開始落地了 | 機器之心,https://www.jiqizhixin.com/articles/2021-09-24-10,https://www.jiqizhixin.com
Google量子計算AI實驗室大公開，並分享了未來十年的路線圖 | 機器之心,https://www.jiqizhixin.com/articles/2021-09-24-9,https://www.jiqizhixin.com
近期四項研究，人工智能又搞出了哪些新材料？ | 機器之心,https://www.jiqizhixin.com/articles/2021-09-24-8,https://www.jiqizhixin.com
騰訊OAV1賦能騰訊雲數據萬象，提供最前沿AVIF圖片壓縮技術 | 機器之心,https://www.jiqizhixin.com/articles/2021-09-24-6,https://www.jiqizhixin.com
刷新4項文檔智能任務紀錄，百度TextMind打造ERNIE-Layout登頂文檔智能權威榜單 | 機器之心,https://www.jiqizhixin.com/articles/2021-09-24-5,https://www.jiqizhixin.com
