Title,URL,Web
LINE日本用戶資訊出包，臺灣用戶資訊安全嗎？LINE臺灣官方說明 | T客邦,https://www.techbang.com/posts/85221-line-for,www.techbang.com
錄影中請微笑：中國廣設「臉部情緒識別系統」，希望人民充滿正能量 - The News Lens 關鍵評論網,https://www.thenewslens.com/article/148494,www.thenewslens.com
全球生活型態轉變，「一人經濟」將是未來新藍海指標嗎？ - The News Lens 關鍵評論網,https://www.thenewslens.com/article/148226,www.thenewslens.com
常被誤認為失智症、帕金森氏症的「常壓性水腦症」是什麼？ - The News Lens 關鍵評論網,https://www.thenewslens.com/article/148454,www.thenewslens.com
《糾纏犯罪防治法》草案行為定義狹獈，立法精神與對人民的保障全面倒退 - The News Lens 關鍵評論網,https://www.thenewslens.com/article/146580,www.thenewslens.com
LINE日本用戶個資出包！2018年以來中國外包公司可瀏覽所有日本用戶的電話ID及對話內容 | T客邦,https://www.techbang.com/posts/85219-line-has-become-suspicious-that-chinese-outsourcing-companies,www.techbang.com
臺灣帛琉旅遊泡泡4/1首航：每週2班上限220人，團進團出且返臺「免居家檢疫」 - The News Lens 關鍵評論網,https://www.thenewslens.com/article/148531,www.thenewslens.com
堅持的勇氣，是讓夢想發光的養分：持修與SYM VEGA 125碰撞出閃耀火花 - The News Lens 關鍵評論網,https://www.thenewslens.com/article/148434,www.thenewslens.com
Gogoro VIVA MIX 試駕報告，適合跑山路還是市區？是 2021 年的電動車狠角色嗎？ | T客邦,https://www.techbang.com/posts/84896-gogoro-viva-mix-test-drive,www.techbang.com
"OSIM 與 MARVEL 聯手推出暖摩枕漫威限定款，限量優惠 2,980 元 | T客邦",https://www.techbang.com/posts/85215-osim-has-teamed-up-with-marvel-to-launch-the-warm-pillow,www.techbang.com
"小米優惠活動開跑！小米 10T 直降 1,000 元，米家吸頂燈、16 合 1 棘輪螺絲起子在臺開賣 | T客邦",https://www.techbang.com/posts/85214-xiaomi,www.techbang.com
55吋以上中階液晶電視選購推薦：臺幣2萬元至4萬元左右、 HDR技術更完善，遊戲、電影的最佳解 | T客邦,https://www.techbang.com/posts/84949-early-2021-mid-level-lcd-tv-shopping-focus-hdr-technology-is,www.techbang.com
何世昌專欄｜純情房客俏房東　立委同房分租要怎麼稅？-風傳媒,https://www.storm.mg/article/3544201,www.storm.mg
華為開始向蘋果等手機廠商收每支手機2.5美元的5G專利費，憑什麼？ | T客邦,https://www.techbang.com/posts/85203-huawei-will-start-charging-smartphone-makers-for-5g-patented,www.techbang.com
美墨邊境面臨20年最大移民潮，拜登呼籲：「不要再來了！」 - The News Lens 關鍵評論網,https://www.thenewslens.com/article/148508,www.thenewslens.com
33%醫護願接種AZ疫苗，陳時中：不算少，有其他廠商或國產疫苗醫護還是優先 - The News Lens 關鍵評論網,https://www.thenewslens.com/article/148517,www.thenewslens.com
反送中短片《不割席》、《遊牧人生》趙婷「辱華」等事件，傳中共封殺奧斯卡典禮直播 - The News Lens 關鍵評論網,https://www.thenewslens.com/article/148509,www.thenewslens.com
你也喜歡在家自拍嗎？小心照片無意間透露的訊息成為駭客犯案工具 | T客邦,https://www.techbang.com/posts/85002-hackers-are-using-home-office-selfies-to-steal-your-personal,www.techbang.com
菲律賓武漢肺炎疫情升高，連五天新增逾4000例病例 - The News Lens 關鍵評論網,https://www.thenewslens.com/article/148502,www.thenewslens.com
印尼移工來臺有望解禁：勞動部將新版防疫方案送指揮中心，強化境內外雙重把關 - The News Lens 關鍵評論網,https://www.thenewslens.com/article/148512,www.thenewslens.com
中世紀哲學入門經典：Boethius的《哲學的慰藉》 - The News Lens 關鍵評論網,https://www.thenewslens.com/article/148482,www.thenewslens.com
札幌地院判政府不承認同婚「違憲」創首例，審判長：違反憲法人人平等原則 - The News Lens 關鍵評論網,https://www.thenewslens.com/article/148516,www.thenewslens.com
拜登團隊首場外交出訪，美日「2+2會議」討論民主價值同盟合力抗中 - The News Lens 關鍵評論網,https://www.thenewslens.com/article/148515,www.thenewslens.com
IDC：受疫情催化影響，筆電取代桌機效應逐步發酵 | T客邦,https://www.techbang.com/posts/85145-idc-affected-by-the-catalysis-of-the-epidemic-the-pen,www.techbang.com
轉讓200萬劑AZ疫苗給巴拉圭？陳時中：臺灣沒那個本錢 - The News Lens 關鍵評論網,https://www.thenewslens.com/article/148503,www.thenewslens.com
「四方安全對話」緊接著出訪日韓印盟邦，美國籌組「亞洲版北約」圍堵中國？ - The News Lens 關鍵評論網,https://www.thenewslens.com/article/148504,www.thenewslens.com
臺灣不是「自古以來屬於中國」，而中華民國在臺澎只有治理權沒有主權 - The News Lens 關鍵評論網,https://www.thenewslens.com/article/148411,www.thenewslens.com
在梅克爾執政16年後，基民盟走到了歷史的十字路口 - The News Lens 關鍵評論網,https://www.thenewslens.com/article/148473,www.thenewslens.com
投資所謂的「ESG永續ETF」時，我究竟買到哪些東西？ - The News Lens 關鍵評論網,https://www.thenewslens.com/article/148490,www.thenewslens.com
「真的有Apple Car，而且3年內就會量產！」特斯拉代工大廠爆料：蘋果將自建汽車廠-風傳媒,https://www.storm.mg/article/3543671,www.storm.mg
該如何註銷 WhatsApp 個人帳號，以避免WhatsApp 與 Facebook 共享用戶帳號資料 | T客邦,https://www.techbang.com/posts/84656-how-do-i-delete-my-whatsapp-personal-account,www.techbang.com
臺版311 房市大地震！資深代書鄭文在：這件事不防堵，稅率再高投資客也不用繳稅-風傳媒,https://www.storm.mg/article/3541786,www.storm.mg
日本是泰國以外首個推動泰語檢定的國家，臺灣大學教育的未來應推動「市場外語」 - The News Lens 關鍵評論網,https://www.thenewslens.com/article/148466,www.thenewslens.com
一圖瞭解：守護空氣品質，臺中火力發電廠如何做到減煤減排？ - The News Lens 關鍵評論網,https://www.thenewslens.com/feature/taipower-2020/148346,www.thenewslens.com
三星高雄全品體驗館週末開幕，福袋、耳機五折、買電視送空氣清淨機 | T客邦,https://www.techbang.com/posts/85187-samsung,www.techbang.com
華爾街日報》49歲的「電音之王」！馬斯克在頭銜上搞怪，還把CFO變成「加密貨幣大師」-風傳媒,https://www.storm.mg/article/3543585?page=1,www.storm.mg
電音天王馬斯克宣佈要透過區塊鏈NFT販賣歌曲，玩完比特幣改玩拍賣交易？ | T客邦,https://www.techbang.com/posts/85189-musk-announced-that-he-would-continue-to-push-cryptocurrencies,www.techbang.com
"1MORE 推出 ComfoBuds Pro 主動降噪耳機，搭載四段降噪模式、售價 3,490 元 | T客邦",https://www.techbang.com/posts/85199-1more-introduces-comfobuds-pro-active-noise-cancelling,www.techbang.com
IDC發佈全球可穿戴裝置報告，耳機需求量大增取代手環成大宗，蘋果、小米排前兩名 | T客邦,https://www.techbang.com/posts/85191-idc-reported-a-27-rise-in-global-shipments-of-wearables-with,www.techbang.com
新店復興裏民自強活動遇劫，蘇花公路遊覽車撞山6死、39人輕重傷 - The News Lens 關鍵評論網,https://www.thenewslens.com/article/148500,www.thenewslens.com
火山島聖託里尼——故地重遊景象更替│環球科學札記(18) - PanSci 泛科學,https://pansci.asia/archives/312063,pansci.asia
看看GME事件，小蝦米未必都能扳倒大鯨魚！想在市場生存，謹記「3不3要」-風傳媒,https://www.storm.mg/article/3538933,www.storm.mg
最慘股市崩盤來臨，已只是時間問題？專家曝「7關鍵」正面迎戰-風傳媒,https://www.storm.mg/article/3541472,www.storm.mg
日本FASBEE攜手二手平臺RAGTAG販售古著、精品等超過20萬個品項 | T客邦,https://www.techbang.com/posts/85170-fasbee-collaborates-with-ragtag-to-sell-vintages-and-boutiques,www.techbang.com
Pure Storage公佈2021資料運算與儲存服務5大趨勢預測 | T客邦,https://www.techbang.com/posts/85102-pure-storage-2021-data-computing-and-storage-service-trend,www.techbang.com
大王椰子、北漂租屋、過勞司機：三個題目測試你適不適合在北市府擔任局長 - The News Lens 關鍵評論網,https://www.thenewslens.com/article/148485,www.thenewslens.com
【串流大平臺】五年後超越Netflix！Disney+為什麼對米老鼠帝國那麼重要？ - The News Lens 關鍵評論網,https://www.thenewslens.com/article/148146,www.thenewslens.com
不要一缺水，就想停止農業灌溉！臺灣需要的是「節水產業」 - The News Lens 關鍵評論網,https://www.thenewslens.com/article/148493,www.thenewslens.com
幼托整合已經十年，請還給「教保服務人員」一個合理的職業名稱 - The News Lens 關鍵評論網,https://www.thenewslens.com/article/148354,www.thenewslens.com
被文革遺風鎖定的海外華人，忍不住當「告密者」的本能與慾望 - The News Lens 關鍵評論網,https://www.thenewslens.com/article/148445,www.thenewslens.com
「我不做被拱上臺的王子！」 30年前在日本留下遺憾，東元第三代這回準備好了-風傳媒,https://www.storm.mg/article/3531294?page=1,www.storm.mg
Influenxio圈圈科技獲DCM挹注Pre-A輪資金，首創訂閱制微網紅服務 | T客邦,https://www.techbang.com/posts/85033-influenxio-receives-exclusive-pre-a-round-funding-from-dcm,www.techbang.com
Renault 換新 Logo，更科技感，而且與72年版極之相似 | Qooah,https://qooah.com/2021/03/16/renault-renews-its-logo/,qooah.com
闊別3年小米平板5 重返，S870 性能擔當、屏幕交給 2K 吧 | Qooah,https://qooah.com/2021/03/16/xiaomi-mi-pad-5-leaks/,qooah.com
AirPods Max 推出系統更新，解決保護套致電量過耗臭Bug！ | Qooah,https://qooah.com/2021/03/16/airpods-max-battery-drain-issues-fixed/,qooah.com
Nokia 將於 4 月 8 日舉行發佈會，預計最少三款手機推出 | Qooah,https://qooah.com/2021/03/16/nokia-product-launch-8-april/,qooah.com
描繪少男少女的不安與猶疑，日本插畫家 Aki Arata 心中最唯美的青春映像 | FLiPER - 生活藝文誌,https://flipermag.com/2021/03/17/aki-arata/,flipermag.com
999 金 iPhone 12 Pro 買起來！1000g 純金只售港幣一百二十萬 | Qooah,https://qooah.com/2021/03/17/caviar-goldphone-iphone-12-pro/,qooah.com
Apple 自研 5G 晶片正在努力中，有望解決現時上網訊號差問題 | Qooah,https://qooah.com/2021/03/17/apple-5g-soc-is-coming-2024/,qooah.com
拉高標準就能提升成績？「自我應驗預言」正在默默影響著你！ | manfashion這樣變型男,https://mf.techbang.com/posts/13373-can-raising-standards-improve-performance-self-fulfilling-prophecy-is-silently-affecting-you,mf.techbang.com
為什麼媽媽只能扮「黑臉」？長期易引發負面情緒，影響在孩子心中的形象,https://mamaclub.com/learn/%e7%82%ba%e4%bb%80%e9%ba%bc%e5%aa%bd%e5%aa%bd%e5%8f%aa%e8%83%bd%e6%89%ae%e3%80%8c%e9%bb%91%e8%87%89%e3%80%8d%ef%bc%9f%e9%95%b7%e6%9c%9f%e6%98%93%e5%bc%95%e7%99%bc%e8%b2%a0%e9%9d%a2%e6%83%85%e7%b7%92/,mamaclub.com
【會員贈獎】《噗噗！與屁屁偵探完美破案-臺北篇》門票 – 媽媽經｜專屬於媽媽的網站,https://mamaclub.com/learn/%e3%80%90%e6%9c%83%e5%93%a1%e8%b4%88%e7%8d%8e%e3%80%91%e3%80%8a%e5%99%97%e5%99%97%ef%bc%81%e8%88%87%e5%b1%81%e5%b1%81%e5%81%b5%e6%8e%a2%e5%ae%8c%e7%be%8e%e7%a0%b4%e6%a1%88-%e5%8f%b0%e5%8c%97%e7%af%87/,mamaclub.com
米漢堡還能這樣吃？超可愛「拉拉熊優格炸雞米漢堡」孩子一秒愛上！ – 媽媽經｜專屬於媽媽的網站,https://mamaclub.com/learn/%e7%b1%b3%e6%bc%a2%e5%a0%a1%e9%82%84%e8%83%bd%e9%80%99%e6%a8%a3%e5%90%83%ef%bc%9f%e8%b6%85%e5%8f%af%e6%84%9b%e3%80%8c%e6%8b%89%e6%8b%89%e7%86%8a%e5%84%aa%e6%a0%bc%e7%82%b8%e9%9b%9e%e7%b1%b3%e6%bc%a2/,mamaclub.com
英國狗狗竊案暴增 寵物警察專門找 | DQ 地球圖輯隊 帶你看透全世界,https://dq.yam.com/post.php?id=13656,dq.yam.com
【每個人心目中都有屬於自己的寶藏】專訪《東經北緯》導演袁緒虎：我想證明，臺灣的海洋可以這樣拍 | VidaOrange,https://buzzorange.com/vidaorange/2021/03/17/travel-blood-of-blue/,buzzorange.com
砸錢幫原料商研發！糕餅界英雄聯盟營收逆增2成 - 精選文章 - 商業週刊,http://www.businessweekly.com.tw/KWebArticle.aspx?ID=7003420,www.businessweekly.com.tw
每五雙就有一雙出自它 全球足球鞋大王解密 - 精選文章 - 商業週刊,http://www.businessweekly.com.tw/KWebArticle.aspx?ID=7003410,www.businessweekly.com.tw
川普越狂它越賣  《紐時》掙扎轉型記 - 精選文章 - 商業週刊,http://www.businessweekly.com.tw/KWebArticle.aspx?ID=7003402,www.businessweekly.com.tw
國產銷量前兩月增20%　Hyundai、Kia、Genesis韓國合計市佔高達近九成！ | 車壇新訊 | 國際車訊 | 發燒車訊,https://autos.udn.com/autos/story/7826/5324501,autos.udn.com
Samsung 首次展示 3nm 工藝，運行電壓僅0.23V | Qooah,https://qooah.com/2021/03/17/samsung-demonstrates-3nm-process-for-the-first-time/,qooah.com
蘇寧深陷財務困境，國際米蘭前途未卜 - 紐約時報中文網,https://cn.nytimes.com/business/20210317/china-football-inter-milan-suning/zh-hant/,cn.nytimes.com
我們仍未準備好應對下一次大流行 - 紐約時報中文網,https://cn.nytimes.com/opinion/20210317/covid-pandemic/zh-hant/,cn.nytimes.com
演員爆棚！中國電競次級聯賽 LDL 宣佈停賽整頓,http://www.upmedia.mg/news_info.php?SerialNo=108639,www.upmedia.mg
清大彭明輝的部落格: 理性也能讓人更殘忍：一部必看的電影,http://mhperng.blogspot.com/2021/03/blog-post_17.html,mhperng.blogspot.com
我怎麼變成了「海鷗經理」呢？ - 精選文章 - 商業週刊,http://www.businessweekly.com.tw/KWebArticle.aspx?ID=7003404,www.businessweekly.com.tw
做瘋狂的事不對嗎？ - 精選文章 - 商業週刊,http://www.businessweekly.com.tw/KWebArticle.aspx?ID=7003403,www.businessweekly.com.tw
9成以上的過敏患者，腸道都充滿毒素！她花3週戒「麵包、麵條」，過敏竟好轉了-良醫讀書會-良醫健康網,https://health.businessweekly.com.tw/AArticle.aspx?id=ARTL003004521,health.businessweekly.com.tw
3/17 中華職直播、Live 線上看（統一獅 vs 樂天桃猿）2021 - 蘋果仁 - iPhone/iOS/好物推薦科技媒體,https://applealmond.com/posts/92012,applealmond.com
【像安海瑟薇一樣自信優雅】3 部電影中學「都會職場穿搭」：高年級實習生、艾蜜莉在巴黎、攻敵必救 | VidaOrange,https://buzzorange.com/vidaorange/2021/03/17/work-fashion-movies/,buzzorange.com
Visa 執行長 Alfred Kelly：加密貨幣 5 年內可望打入主流 - 區塊客,https://blockcast.it/2021/03/17/visa-ceo-said-that-cryptocurrencies-could-become-extremely-mainstream-in-five-years/,blockcast.it
Volvo的全電動化時代 於2030年正式來臨 | 車壇新訊 | 國際車訊 | 發燒車訊,https://autos.udn.com/autos/story/7826/5303854,autos.udn.com
富果能定期定額嗎？圖解用富果股票e指存做定期定額 - Mr.Market市場先生,https://rich01.com/fugle-esun-sip-process/,rich01.com
你改名鮭魚了嗎？壽司郎：歡迎「鮭魚先生」、「鮭魚小姐」｜網稱鮭魚之亂 - 蘋果仁 - iPhone/iOS/好物推薦科技媒體,https://applealmond.com/posts/92135,applealmond.com
DFUN專訪 設計是我的天命，來自英倫的設計師Tara Bernerd - DFUN,http://www.dfunmag.com.tw/dfun%e5%b0%88%e8%a8%aa-%e8%a8%ad%e8%a8%88%e6%98%af%e6%88%91%e7%9a%84%e5%a4%a9%e5%91%bd%ef%bc%8c%e4%be%86%e8%87%aa%e8%8b%b1%e5%80%ab%e7%9a%84%e8%a8%ad%e8%a8%88%e5%b8%abtara-bernerd/,www.dfunmag.com.tw
孩子成績差、老公疏離妳都不是妳的錯！五個步驟丟掉「怪罪自己」的想法 – 媽媽經｜專屬於媽媽的網站,https://mamaclub.com/learn/%e5%ad%a9%e5%ad%90%e6%88%90%e7%b8%be%e5%b7%ae%e3%80%81%e8%80%81%e5%85%ac%e7%96%8f%e9%9b%a2%e5%a6%b3%e9%83%bd%e4%b8%8d%e6%98%af%e5%a6%b3%e7%9a%84%e9%8c%af%ef%bc%81%e4%ba%94%e5%80%8b%e6%ad%a5%e9%a9%9f/,mamaclub.com
美日高層會晤譴責中國威脅，為美中對話定調 - 紐約時報中文網,https://cn.nytimes.com/usa/20210317/us-japan-china-talks/zh-hant/,cn.nytimes.com
《瘋狂的庫庫姆》實況主爭霸賽開戰在即！正確預測寶石金幣豪禮拿不完！,http://www.upmedia.mg/news_info.php?SerialNo=108446,www.upmedia.mg
新世代Subaru WRX再度捕獲 2.4T新動力預計2021夏季登場！ | 車壇新訊 | 國際車訊 | 發燒車訊,https://autos.udn.com/autos/story/7826/5324147,autos.udn.com
創紀錄 61 億美元選擇權將到期！比特幣多方仍佔優勢 - 區塊客,https://blockcast.it/2021/03/17/6-1-billion-worth-of-btc-options-to-expire-data-suggests-that-it-favors-bullish-traders/,blockcast.it
忙碌的一天中最美好的「七分鐘」 用音樂和呼吸找回愛自己的頻率 – 媽媽經｜專屬於媽媽的網站,https://mamaclub.com/learn/%e5%bf%99%e7%a2%8c%e7%9a%84%e4%b8%80%e5%a4%a9%e4%b8%ad%e6%9c%80%e7%be%8e%e5%a5%bd%e7%9a%84%e3%80%8c%e4%b8%83%e5%88%86%e9%90%98%e3%80%8d%e7%94%a8%e9%9f%b3%e6%a8%82%e5%92%8c%e5%91%bc%e5%90%b8%e6%89%be/,mamaclub.com
「切掉水果發黴處」照吃不誤，竟罹患肝癌！去掉發黴地方東西還能吃嗎？,https://mamaclub.com/learn/%e3%80%8c%e5%88%87%e6%8e%89%e6%b0%b4%e6%9e%9c%e7%99%bc%e9%9c%89%e8%99%95%e3%80%8d%e7%85%a7%e5%90%83%e4%b8%8d%e8%aa%a4%ef%bc%8c%e7%ab%9f%e7%bd%b9%e6%82%a3%e8%82%9d%e7%99%8c%ef%bc%81%e5%8e%bb%e6%8e%89/,mamaclub.com
搶救230公斤病患　耗時3小時擡下5樓送醫 - uho優活健康網,http://www.uho.com.tw/hotnews.asp?aid=52560,www.uho.com.tw
小米智慧生活優惠活動，購買手機省千元、在臺推出米家吸頂燈及螺絲起子 :: 哇哇3C日誌,https://ez3c.tw/9255,ez3c.tw
搶攻大型豪華SUV市場　疑似全新Audi Q9大休旅偽裝車捕獲！ | 車壇新訊 | 國際車訊 | 發燒車訊,https://autos.udn.com/autos/story/7826/5323764,autos.udn.com
"Metronome Beats 極度擬真的擺動式節拍器（iPhone, iPad） – 重灌狂人",https://briian.com/73868/,briian.com
【下背痛拉筋伸展運動】5招簡單「居家瑜珈」：脊椎扭轉式、貓式、牛式、眼鏡蛇式、超人式的正確步驟,https://buzzorange.com/vidaorange/2021/03/17/health-relax-your-low-back/,buzzorange.com
記性差、性格變、易受騙！原來是失智症警訊？醫師圖文解說，帶你瞭解,https://mamaclub.com/learn/%e8%a8%98%e6%80%a7%e5%b7%ae%e3%80%81%e6%80%a7%e6%a0%bc%e8%ae%8a%e3%80%81%e6%98%93%e5%8f%97%e9%a8%99%ef%bc%81%e5%8e%9f%e4%be%86%e6%98%af%e5%a4%b1%e6%99%ba%e7%97%87%e8%ad%a6%e8%a8%8a%ef%bc%9f%e9%86%ab/,mamaclub.com
想要不停啪啪啪？愛愛必備「情趣精油」為你們的美好時光加溫！ | manfashion這樣變型男,https://mf.techbang.com/posts/13375-want-to-keep-crackling-love-must-have-love-essential-oil-for-your-good-times-to-warm-up,mf.techbang.com
四年內 10 億人口持有比特幣！我們距離「全民採納」還有多遠？ - 區塊客,https://blockcast.it/2021/03/17/aax-bitcoin-adoption-is-parabolic-growth-in-sight/,blockcast.it
日本買的就是讚！？到日本玩就會想掃貨的關鍵原因？ | MATCHA - 日本線上旅遊觀光雜誌,https://matcha-jp.com/tw/10442,matcha-jp.com
【新北裏民團6死39傷】事故點「湊巧很雷同」　今遊覽車撞山和11年前26死差7公里,https://www.upmedia.mg/news_info.php?SerialNo=108675,www.upmedia.mg
【新北裏民團6死39傷】第一時間到醫院探視　侯友宜泛淚：會盡全力協助,https://www.upmedia.mg/news_info.php?SerialNo=108670,www.upmedia.mg
【新北裏民團6死39傷】遊覽車撞山壁釀6死　死者最大78歲、最小21歲,https://www.upmedia.mg/news_info.php?SerialNo=108671,www.upmedia.mg
【新北裏民團6死39傷】事故向華南產承保　身故者至少可理賠400萬,https://www.upmedia.mg/news_info.php?SerialNo=108668,www.upmedia.mg
【新北裏民團6死39傷】遊覽車疑煞車失靈撞山　運安會赴現場蒐證,https://www.upmedia.mg/news_info.php?SerialNo=108666,www.upmedia.mg
防止鳳梨產期集中價格暴跌　農糧署推臺糖減種、農民轉種兩政策,https://www.upmedia.mg/news_info.php?SerialNo=108662,www.upmedia.mg
康友掏空弊案凸顯漏洞　林岱樺要求KY股資金禁止全數匯出境外,https://www.upmedia.mg/news_info.php?SerialNo=108656,www.upmedia.mg
被追問AZ疫苗竟嗆記者「為什麼要告訴你」　莊人祥致歉：一時鬼打牆,https://www.upmedia.mg/news_info.php?SerialNo=108651,www.upmedia.mg
【快訊】新店裏民花蓮玩遊覽撞山壁釀6死39傷　帶團裏長自責向死者家屬下跪,https://www.upmedia.mg/news_info.php?SerialNo=108654,www.upmedia.mg
有食譜》「雞胸肉減重」進階版！韓國料理專家的2道「甩肉菜單」：漢堡排、烤雞大口吃也會瘦-良醫讀書會-良醫健康網,https://health.businessweekly.com.tw/AArticle.aspx?id=ARTL003004508,health.businessweekly.com.tw
臺帛旅遊泡泡進展順利　指揮中心預計17日宣佈,https://www.upmedia.mg/news_info.php?SerialNo=108647,www.upmedia.mg
高嘉瑜向蔡英文推他選北市長　王世堅爆笑：不唱歌改練笑話？,https://www.upmedia.mg/news_info.php?SerialNo=108648,www.upmedia.mg
僅3成醫護人員願意接種AZ疫苗　指揮中心自我解嘲：整體比率不算低,https://www.upmedia.mg/news_info.php?SerialNo=108642,www.upmedia.mg
侯友宜質疑新北核廢料還要放多久　蘇貞昌：8月核四公投國人應思考,https://www.upmedia.mg/news_info.php?SerialNo=108644,www.upmedia.mg
北市動物園紅猴脫逃　動物園籲民眾發現行蹤時：不要驚擾男道,https://www.upmedia.mg/news_info.php?SerialNo=108636,www.upmedia.mg
